-3.829402463053780181e+00,3.703992364996099962e+00,0.000000000000000000e+00
-2.645873650774622110e+00,1.857374610523096825e+00,0.000000000000000000e+00
3.130921659118361067e+00,2.946732017328646425e+00,1.000000000000000000e+00
-3.444228870028918976e+00,2.745225614076336917e+00,0.000000000000000000e+00
-3.231725856541142416e+00,3.932656822175476741e+00,0.000000000000000000e+00
-2.682436260221074065e+00,3.043212010443236970e+00,0.000000000000000000e+00
-3.133554911845836344e+00,2.282527008248360190e+00,0.000000000000000000e+00
-3.377587179470614931e+00,5.327873545742274786e+00,0.000000000000000000e+00
2.680116454647422763e+00,2.842816283969853419e+00,1.000000000000000000e+00
-2.783495858740950180e+00,2.542943169453842245e+00,0.000000000000000000e+00
-2.576779605832480780e+00,3.381739185477900644e+00,1.000000000000000000e+00
2.913052022268631802e+00,2.994249852317472982e+00,1.000000000000000000e+00
-2.955030810289028587e+00,2.597953819077586601e+00,0.000000000000000000e+00
4.049499335734587646e+00,3.545898949274251422e+00,1.000000000000000000e+00
3.711174040270544872e+00,3.731524280148273753e+00,1.000000000000000000e+00
-2.756085822994596146e+00,3.988492311830755810e+00,1.000000000000000000e+00
-3.519178707625040481e+00,4.268386394314715560e+00,0.000000000000000000e+00
-3.182710626900294937e+00,3.552025812435098295e+00,0.000000000000000000e+00
-3.162137178878836163e+00,5.620894550890983332e+00,0.000000000000000000e+00
-2.538476195971160365e+00,1.787450126408614226e+00,0.000000000000000000e+00
2.613836343573472831e+00,3.242045613708926410e+00,1.000000000000000000e+00
-2.384698861098661471e+00,2.754067479753411263e+00,0.000000000000000000e+00
3.236393334599252825e+00,2.844853908151709021e+00,1.000000000000000000e+00
-2.924431033892646248e+00,3.515289079141902029e+00,0.000000000000000000e+00
2.262814377201729066e+00,2.633161485645358901e+00,1.000000000000000000e+00
-3.954995786797272928e+00,4.537839921364457574e+00,0.000000000000000000e+00
-2.867348291808791139e+00,2.822430261590315403e+00,1.000000000000000000e+00
3.360535183058808606e+00,3.052913061282953144e+00,0.000000000000000000e+00
-2.820598361079520000e+00,2.732531399604274380e+00,1.000000000000000000e+00
-3.747786212873354561e+00,3.687969705529671849e+00,0.000000000000000000e+00
-2.701914808307102955e+00,4.537603250671571331e+00,0.000000000000000000e+00
-2.390904634003198304e+00,1.597191163239121137e+00,0.000000000000000000e+00
-3.277054239043952766e+00,3.457441097231403582e+00,0.000000000000000000e+00
-3.456820629862210836e+00,3.811674390486647024e+00,0.000000000000000000e+00
-2.276296431459415182e+00,2.514912579172341012e+00,0.000000000000000000e+00
3.266860641600925153e+00,3.067257345954546022e+00,1.000000000000000000e+00
-3.167612712558776966e+00,3.075762968824253374e+00,1.000000000000000000e+00
3.045493987018414117e+00,2.964878562698030517e+00,1.000000000000000000e+00
-2.209820603882053369e+00,2.581151938391973655e+00,0.000000000000000000e+00
-2.853891698677716082e+00,3.885942923591124032e+00,0.000000000000000000e+00
-2.982732123475283270e+00,3.115479175963097092e+00,0.000000000000000000e+00
2.567977041390191228e+00,2.620972711839304470e+00,1.000000000000000000e+00
-3.144682498885091437e+00,2.410027297012014458e+00,0.000000000000000000e+00
-2.635527098649090405e+00,3.335399249622057471e+00,0.000000000000000000e+00
-2.935107101797835405e+00,3.251485522046118959e+00,0.000000000000000000e+00
2.201376324546428176e+00,2.826431675946082134e+00,1.000000000000000000e+00
-2.083261128574256382e+00,2.464476255955566408e+00,0.000000000000000000e+00
-3.182082791529655896e+00,4.083768956340945167e+00,0.000000000000000000e+00
-2.547344220826272210e+00,1.522872427345441926e+00,0.000000000000000000e+00
-3.143950324406976193e+00,2.643297784418277008e+00,0.000000000000000000e+00
