-1.182082791529656118e+00,2.083768956340945167e+00,0.000000000000000000e+00
-8.438145325466480662e-01,7.451619755062011130e-02,0.000000000000000000e+00
-1.032286618260926936e+00,8.422647592697747321e-01,0.000000000000000000e+00
-8.673482918087910276e-01,8.224302615903151814e-01,0.000000000000000000e+00
-6.820170825106621759e-01,-4.098652156645741229e-01,0.000000000000000000e+00
-5.030423442546567703e-01,-8.170383045811135947e-01,0.000000000000000000e+00
-5.767796058324808905e-01,1.381739185477900866e+00,1.000000000000000000e+00
-5.584230467503947803e-01,9.095003058579652633e-01,0.000000000000000000e+00
-1.075531721703034460e+00,4.950838991088433172e-01,0.000000000000000000e+00
1.360535183058808384e+00,1.052913061282953811e+00,1.000000000000000000e+00
-1.552438366559837579e+00,2.102717472696169931e+00,0.000000000000000000e+00
1.116592523312671448e+00,1.130542580502720718e+00,1.000000000000000000e+00
-8.479192041120245937e-01,-2.463327944715820728e-02,0.000000000000000000e+00
-1.019180105774473599e+00,1.916928896422879003e+00,0.000000000000000000e+00
-7.992502734094473205e-01,5.594530125204408844e-01,0.000000000000000000e+00
-7.560858229945954800e-01,1.988492311830755810e+00,1.000000000000000000e+00
-1.829402463053780403e+00,1.703992364996099296e+00,0.000000000000000000e+00
-1.747786212873354561e+00,1.687969705529672293e+00,0.000000000000000000e+00
-1.575866103464709678e+00,3.368367833439067649e+00,0.000000000000000000e+00
-7.834958587409500685e-01,5.429431694538422448e-01,0.000000000000000000e+00
-6.824362602210742867e-01,1.043212010443237192e+00,0.000000000000000000e+00
-1.569155684804874440e+00,1.965999122238596408e+00,0.000000000000000000e+00
-1.119581993069181491e+00,2.584728684627647377e-01,0.000000000000000000e+00
-1.860273673585474574e+00,3.118359311918491361e+00,0.000000000000000000e+00
9.790915730582837595e-01,1.024142329452991662e+00,1.000000000000000000e+00
-8.538916986777155271e-01,1.885942923591123810e+00,0.000000000000000000e+00
-3.909046340031980815e-01,-4.028088367608788634e-01,0.000000000000000000e+00
-1.277054239043953432e+00,1.457441097231403582e+00,0.000000000000000000e+00
-9.244310338926468029e-01,1.515289079141902029e+00,0.000000000000000000e+00
-1.456820629862210614e+00,1.811674390486647024e+00,0.000000000000000000e+00
-1.377587179470614931e+00,3.327873545742274342e+00,0.000000000000000000e+00
-7.253941201207193545e-01,2.080670378367773576e+00,0.000000000000000000e+00
-1.133554911845836566e+00,2.825270082483601897e-01,0.000000000000000000e+00
-7.019148083071027333e-01,2.537603250671571331e+00,0.000000000000000000e+00
-1.167612712558777188e+00,1.075762968824253152e+00,0.000000000000000000e+00
-8.188865201488400025e-01,3.157697198742436262e-01,0.000000000000000000e+00
-1.177759355658959173e+00,2.071286795990006091e+00,0.000000000000000000e+00
-9.827321234752832702e-01,1.115479175963097314e+00,0.000000000000000000e+00
-1.144682498885091437e+00,4.100272970120142357e-01,0.000000000000000000e+00
-9.352168873247858061e-01,3.180102438383377583e-01,0.000000000000000000e+00
-8.205983610795197780e-01,7.325313996042743803e-01,0.000000000000000000e+00
-1.231725856541142416e+00,1.932656822175476741e+00,0.000000000000000000e+00
-1.143950324406976193e+00,6.432977844182772298e-01,0.000000000000000000e+00
-9.365431991193980954e-01,1.905529507259111188e+00,0.000000000000000000e+00
-1.353256181600860586e+00,1.320430547358413254e+00,0.000000000000000000e+00
-7.654883977399478123e-01,-2.340757917681548506e-01,0.000000000000000000e+00
-9.507596402189757434e-01,3.266250584472013552e-01,0.000000000000000000e+00
-1.073107479064956848e+00,2.323665516386378194e+00,0.000000000000000000e+00
-1.519178707625040259e+00,2.268386394314715560e+00,0.000000000000000000e+00
-7.170807788902775481e-01,3.303274813973881008e-01,0.000000000000000000e+00
-3.465231336762993886e-01,-1.224491051908233707e+00,0.000000000000000000e+00
-1.444228870028918976e+00,7.452256140763369174e-01,0.000000000000000000e+00
-1.140272540550111291e+00,7.129130961135528022e-01,0.000000000000000000e+00
-5.384761959711605872e-01,-2.125498735913857740e-01,0.000000000000000000e+00
-6.355270986490904050e-01,1.335399249622057916e+00,0.000000000000000000e+00
-1.354440221929815280e+00,1.963623995419299995e+00,0.000000000000000000e+00
-7.655205681694188247e-01,1.928481716602794993e+00,0.000000000000000000e+00
-4.026140441624735944e-01,1.234616228024665086e+00,0.000000000000000000e+00
-6.588151845540957119e-01,1.029402130169649210e+00,0.000000000000000000e+00
1.402458633570561775e+00,1.037276764989338185e+00,1.000000000000000000e+00
-1.692742481705703517e+00,2.103437386977001111e+00,0.000000000000000000e+00
-1.528699718676467256e+00,6.326890769013900906e-01,0.000000000000000000e+00
-8.536054041582266105e-01,5.114813716161747958e-01,0.000000000000000000e+00
-1.188184082450854273e+00,1.334241716737422756e+00,0.000000000000000000e+00
-1.083972578190127045e+00,1.734163511282732717e+00,0.000000000000000000e+00
-6.109030055899284939e-01,-3.164548036366499062e-02,0.000000000000000000e+00
1.236393334599253269e+00,8.448539081517089100e-01,1.000000000000000000e+00
-1.115191579783705755e+00,7.667889739320030706e-01,0.000000000000000000e+00
-6.344515383521611707e-01,9.314369909733135611e-01,0.000000000000000000e+00
-1.384646340419030786e+00,8.964355064073511459e-01,0.000000000000000000e+00
-1.615509593999874260e+00,2.911715089742782592e+00,0.000000000000000000e+00
-1.173671324239652147e+00,1.374482276620803578e+00,0.000000000000000000e+00
-1.064140187192663678e+00,1.160485419292199172e+00,0.000000000000000000e+00
-7.619535563676621548e-01,1.424318777345381370e+00,0.000000000000000000e+00
-6.739722517816436609e-01,-3.837350129027521373e-01,0.000000000000000000e+00
-1.148494428196490169e+00,9.013177766661493173e-01,0.000000000000000000e+00
-7.045985930017615306e-01,1.834444770474600084e+00,0.000000000000000000e+00
-7.017847517227178145e-01,1.503823461943861517e+00,0.000000000000000000e+00
-5.169318047575430786e-01,1.492557610565918180e+00,0.000000000000000000e+00
-1.165185632676768002e+00,1.703607739184249459e+00,0.000000000000000000e+00
-1.226923242057264218e+00,7.316401424849258150e-01,1.000000000000000000e+00
5.679770413901912285e-01,6.209727118393046918e-01,1.000000000000000000e+00
-9.100300163167439615e-01,1.066042697168852360e+00,0.000000000000000000e+00
-6.447387307967413772e-01,-1.248688832550191918e+00,0.000000000000000000e+00
-7.109256487248385437e-01,1.014353399262425404e+00,0.000000000000000000e+00
-1.431370260821703377e+00,2.206813126607354292e+00,0.000000000000000000e+00
-5.658040477307495486e-01,7.037094322556266546e-01,0.000000000000000000e+00
1.763642847055971963e+00,2.026082390903827246e+00,1.000000000000000000e+00
-1.525968118938818119e+00,1.569506165874098524e+00,0.000000000000000000e+00
-1.064773801560187527e+00,7.797474787659877116e-01,0.000000000000000000e+00
-8.975153064338952102e-01,2.592855004020455212e+00,0.000000000000000000e+00
-9.351071017978355160e-01,1.251485522046118959e+00,0.000000000000000000e+00
-1.954995786797273150e+00,2.537839921364457574e+00,0.000000000000000000e+00
-1.104554659935848893e+00,9.300461894335017021e-01,1.000000000000000000e+00
-3.846988610986621371e-01,7.540674797534112628e-01,0.000000000000000000e+00
-2.762964314594151816e-01,5.149125791723414558e-01,0.000000000000000000e+00
-8.638187259766705317e-01,1.780689534282487552e+00,0.000000000000000000e+00
-1.246864533869652458e+00,6.525063179697230265e-01,0.000000000000000000e+00
-1.537284211897246067e+00,2.172851612737983107e+00,0.000000000000000000e+00
1.045493987018414117e+00,9.648785626980302954e-01,1.000000000000000000e+00
